ID	Gene	Control_0	Control_1	Brg1_iko_0	Brg1_iko_1	status	Average_control	Average_Brg1_iKO	log2.fold_change.	test_stat	p_value	q_value	significant
XLOC_012656	Chrm5	0.310025	0.0878388	0.121105	0	NOTEST	0.198932	0.0605523	-1.71602	0	1	1	no
XLOC_022458	Glb1l2	0.988957	0.772484	0.0834428	0.45308	OK	0.880721	0.268262	-1.71504	-1.603	0.0258	0.553301	no
XLOC_018279	Kcnj8	0.174923	2.43438	0.254831	0.543543	OK	1.30465	0.399187	-1.70853	-1.35108	0.08	0.788612	no
XLOC_002827	Asgr1	0.1822	2.47988	0.814853	0	OK	1.33104	0.407426	-1.70794	-1.01589	0.34575	0.960823	no
XLOC_014746	Kif17	0.622739	0.354778	0.207028	0.0923621	NOTEST	0.488759	0.149695	-1.70709	0	1	1	no
XLOC_013676	Mecom	0.251212	0	0	0.0773482	NOTEST	0.125606	0.0386741	-1.69947	0	1	1	no
XLOC_011165	Clic3	0.394527	0.0990642	0.151982	0	NOTEST	0.246796	0.0759911	-1.69941	0	1	1	no
XLOC_013929	Cgn	1.0428	0.371112	0.302181	0.134213	NOTEST	0.706957	0.218197	-1.69599	0	1	1	no
XLOC_011836	Rem1	0.844794	0.659391	0.391775	0.0751439	NOTEST	0.752093	0.23346	-1.68774	0	1	1	no
XLOC_011428	Btbd18	0.868929	0.231838	0.220594	0.121447	NOTEST	0.550384	0.171021	-1.68627	0	1	1	no
XLOC_008428	Btg3	0.284828	0.413681	0.0829241	0.134271	NOTEST	0.349254	0.108597	-1.68529	0	1	1	no
XLOC_007448	Ly6c1	1.40438	1.1397	0.271408	0.521626	OK	1.27204	0.396517	-1.68169	-0.789091	0.12605	0.867143	no
XLOC_015658	Abcb1a	0.0334067	0.199468	0	0.0729095	NOTEST	0.116437	0.0364547	-1.67538	0	1	1	no
XLOC_014868	Hes5	1417.76	2353.18	601.359	580.321	OK	1885.47	590.84	-1.67409	-5.85347	5.00E-05	0.0131802	yes
XLOC_006249	Irf9	22.4686	13.5839	6.38791	4.95539	OK	18.0262	5.67165	-1.66826	-3.96341	5.00E-05	0.0131802	yes
XLOC_010494	Ifit3b	1.37157	0.533081	0.224458	0.37545	OK	0.952328	0.299954	-1.66672	-1.24965	0.08465	0.794567	no
XLOC_019105	Tmc5	0.113959	0.0761755	0	0.0598976	NOTEST	0.0950671	0.0299488	-1.66645	0	1	1	no
XLOC_009420	H2-T10	1.30648	7.09598	0.199918	2.45218	OK	4.20123	1.32605	-1.66368	-2.2165	0.00485	0.269154	no
XLOC_006532	Slc18a3	0	0.734392	0.126054	0.105862	NOTEST	0.367196	0.115958	-1.66295	0	1	1	no
XLOC_018455	Nkpd1	0.669312	1.39606	0.208297	0.447343	OK	1.03269	0.32782	-1.65543	-0.967305	0.20805	0.901867	no
XLOC_006481	Synpo2l	0.219994	0.226584	0.141903	0	NOTEST	0.223289	0.0709513	-1.65401	0	1	1	no
XLOC_013915	Crct1	0.668408	0	0	0.212556	NOTEST	0.334204	0.106278	-1.65288	0	1	1	no
XLOC_005373	Gm10037	0.209965	0.552205	0.242903	0	NOTEST	0.381085	0.121452	-1.64973	0	1	1	no
XLOC_020427	Irf7	8.98075	3.43912	2.36581	1.59553	OK	6.20994	1.98067	-1.64859	-2.39123	0.0036	0.232402	no
XLOC_011704	Gpat2	0	0.173144	0	0.0552638	NOTEST	0.0865719	0.0276319	-1.64757	0	1	1	no
XLOC_001767	Rassf9	0.0394568	0.610227	0.0465854	0.161008	NOTEST	0.324842	0.103797	-1.64598	0	1	1	no
XLOC_015977	Bmp3	0.727049	2.34195	0.543422	0.440526	OK	1.5345	0.491974	-1.64111	-1.58989	0.0401	0.638221	no
XLOC_022208	Mst1r	0	0.447241	0.143645	0	NOTEST	0.22362	0.0718224	-1.63855	0	1	1	no
XLOC_012724	Duoxa1	0.321819	0.207052	0.124422	0.0457827	NOTEST	0.264436	0.0851024	-1.63565	0	1	1	no
XLOC_020936	Fbxl8	0.481745	0.782741	0.157956	0.251657	NOTEST	0.632243	0.204806	-1.62622	0	1	1	no
XLOC_011587	Muc15	0.107459	0.0347134	0.0256647	0.0205349	NOTEST	0.071086	0.0230998	-1.62169	0	1	1	no
XLOC_019732	Tdrd12	0	0.173051	0.0566251	0	NOTEST	0.0865253	0.0283125	-1.61168	0	1	1	no
XLOC_009711	Cabyr	0.709312	0.991296	0.42329	0.135996	OK	0.850304	0.279643	-1.60439	-0.793299	0.1603	0.874785	no
XLOC_004396	Insm2	0	0.300472	0	0.0994743	NOTEST	0.150236	0.0497371	-1.59483	0	1	1	no
XLOC_012325	Ly75	0.0711066	0.233658	0.100937	0	NOTEST	0.152382	0.0504684	-1.59424	0	1	1	no
XLOC_015553	Draxin	7.2329	9.52815	3.04807	2.51624	OK	8.38053	2.78215	-1.59084	-3.9417	5.00E-05	0.0131802	yes
XLOC_002070	Cdh23	0.0528361	0.045831	0.0177407	0.0150176	NOTEST	0.0493336	0.0163791	-1.59071	0	1	1	no
XLOC_018519	Phldb3	0.0585409	0.0867022	0	0.0483207	NOTEST	0.0726216	0.0241604	-1.58776	0	1	1	no
XLOC_003197	Higd1b	0	1.56703	0.52559	0	NOTEST	0.783516	0.262795	-1.57602	0	1	1	no
XLOC_014865	Megf6	4.62968	4.40066	1.47053	1.56375	OK	4.51517	1.51714	-1.57342	-3.26665	2.00E-04	0.0408161	yes
XLOC_003516	Tgtp1	0.0221912	0.0562139	0.0264618	0	NOTEST	0.0392025	0.0132309	-1.56704	0	1	1	no
XLOC_016951	Papolb	0.201512	0	0	0.0680317	NOTEST	0.100756	0.0340159	-1.56658	0	1	1	no
XLOC_004734	Mfsd2b	0.637762	0.212564	0.124186	0.163398	NOTEST	0.425163	0.143792	-1.56404	0	1	1	no
XLOC_008835	Ltb	0.748293	1.07709	0.285865	0.331755	OK	0.91269	0.30881	-1.56341	-0.823878	0.281	0.951054	no
XLOC_008202	Tbx1	0	0.702218	0	0.237694	NOTEST	0.351109	0.118847	-1.56281	0	1	1	no
XLOC_023996	Phex	0.0114857	0.0692657	0.0274039	0	NOTEST	0.0403757	0.0137019	-1.55911	0	1	1	no
XLOC_019869	Gabrg3	0.140203	1.02826	0.165941	0.230814	NOTEST	0.584233	0.198378	-1.5583	0	1	1	no
XLOC_011266	Rpl12	0.761802	0	0	0.258688	NOTEST	0.380901	0.129344	-1.5582	0	1	1	no
XLOC_009909	Spink10	0	0.480389	0.16337	0	NOTEST	0.240194	0.0816848	-1.55606	0	1	1	no
XLOC_007414	Tmem71	0	0.153753	0	0.0524093	NOTEST	0.0768763	0.0262047	-1.55271	0	1	1	no
XLOC_011883	Procr	0.719755	0.336995	0.166031	0.194352	NOTEST	0.528375	0.180191	-1.55203	0	1	1	no
XLOC_014014	Wnt2b	0.0457799	0.069383	0	0.0392838	NOTEST	0.0575815	0.0196419	-1.55167	0	1	1	no
XLOC_000930	Kcnj13	0.388839	0.842256	0.228752	0.191943	NOTEST	0.615548	0.210348	-1.5491	0	1	1	no
XLOC_002956	Rab11fip4	2.68264	3.32545	1.00001	1.06109	OK	3.00405	1.03055	-1.54349	-1.85687	0.0177	0.497182	no
XLOC_003419	Grb10	20.2611	18.9627	5.47967	8.02393	OK	19.6119	6.7518	-1.53839	-4.59663	5.00E-05	0.0131802	yes
XLOC_018081	Tmem40	1.67572	1.75832	0.160699	1.02195	OK	1.71702	0.591327	-1.53788	-0.873141	0.1507	0.872802	no
XLOC_013815	Fhdc1	0.200342	0.11393	0.0503855	0.0579286	NOTEST	0.157136	0.0541571	-1.53679	0	1	1	no
XLOC_002259	Mybpc1	0.0634635	0.155052	0.0755135	0	NOTEST	0.109258	0.0377567	-1.53293	0	1	1	no
XLOC_015721	En2	0	0.163886	0	0.0568053	NOTEST	0.0819432	0.0284026	-1.5286	0	1	1	no
XLOC_005843	Zfp456	0.142962	0.14006	0.0469662	0.051153	NOTEST	0.141511	0.0490596	-1.52831	0	1	1	no
XLOC_003155	Hspb9	0.489759	0.783708	0	0.441907	NOTEST	0.636734	0.220953	-1.52695	0	1	1	no
XLOC_012330	Dpp4	0.188939	0.0323582	0.0171256	0.0598247	NOTEST	0.110649	0.0384752	-1.52399	0	1	1	no
XLOC_019010	Trim34a	0	0.0854053	0.0297155	0	NOTEST	0.0427026	0.0148578	-1.52311	0	1	1	no
XLOC_000693	Jph1	0.303636	0.746346	0.113451	0.251964	NOTEST	0.524991	0.182708	-1.52276	0	1	1	no
XLOC_008105	Mx2	2.63448	2.20132	1.07654	0.609514	OK	2.4179	0.843028	-1.5201	-1.71018	0.0257	0.553301	no
XLOC_009591	Pdzph1	0.030054	0.0129301	0	0.0150001	NOTEST	0.0214921	0.00750006	-1.51883	0	1	1	no
XLOC_003402	Myo1g	0	0.797486	0.116085	0.162839	NOTEST	0.398743	0.139462	-1.51559	0	1	1	no
XLOC_013841	Tmem79	1.49791	0.557333	0.412282	0.30879	OK	1.02762	0.360536	-1.51109	-1.2066	0.13065	0.8723	no
XLOC_000935	Glrp1	0.172804	0.524096	0	0.244533	NOTEST	0.34845	0.122267	-1.51092	0	1	1	no
XLOC_015289	Tie1	0.321832	0.662645	0.057593	0.28909	NOTEST	0.492238	0.173341	-1.50574	0	1	1	no
XLOC_004884	Tmem30b	0.613681	0	0.216115	0	NOTEST	0.306841	0.108057	-1.50569	0	1	1	no
XLOC_008928	Clic5	0.684542	0.288263	0.0965655	0.246353	NOTEST	0.486402	0.171459	-1.50429	0	1	1	no
XLOC_012333	Ifih1	0.261479	0.361296	0.0467677	0.173159	NOTEST	0.311387	0.109963	-1.50169	0	1	1	no
XLOC_015935	Cxcl5	0.428266	0.251087	0.0323627	0.207718	NOTEST	0.339676	0.12004	-1.50064	0	1	1	no
XLOC_000895	Pax3	0.121224	0	0	0.0428485	NOTEST	0.0606118	0.0214243	-1.50035	0	1	1	no
XLOC_001076	Lhx9	0.123816	0.199855	0	0.114616	NOTEST	0.161835	0.0573081	-1.49771	0	1	1	no
XLOC_015131	Rasef	0.0521277	0.0178581	0.0248991	0	NOTEST	0.0349929	0.0124495	-1.49097	0	1	1	no
XLOC_000282	Mlph	0.241462	0.198239	0.0604216	0.0960289	NOTEST	0.21985	0.0782252	-1.49082	0	1	1	no
XLOC_005449	Gcnt4	0.514585	0.0891417	0.125655	0.0900492	NOTEST	0.301863	0.107852	-1.48484	0	1	1	no
XLOC_006282	Sacs	3.92076	2.70006	0.987574	1.38391	OK	3.31041	1.18574	-1.48122	-1.99688	0.01165	0.407938	no
XLOC_019807	Lin7b	2.15823	0.661557	0.414339	0.598187	OK	1.40989	0.506263	-1.47763	-0.403613	0.5401	0.989952	no
XLOC_007194	Pced1b	1.51497	1.01517	0.421144	0.490101	OK	1.26507	0.455623	-1.4733	-1.01565	0.13715	0.872802	no
XLOC_000111	Stat4	1.05986	0.563951	0.265316	0.319784	OK	0.811903	0.29255	-1.47262	-1.16784	0.11435	0.853221	no
XLOC_009480	Tdrd6	0.0125132	0.0211253	0	0.0121302	NOTEST	0.0168193	0.0060651	-1.47151	0	1	1	no
XLOC_000112	Stat1	31.9552	20.0267	9.36586	9.4247	OK	25.9909	9.39528	-1.468	-4.7269	5.00E-05	0.0131802	yes
XLOC_020875	Irx6	0.802754	0.446892	0.0942134	0.357661	NOTEST	0.624823	0.225937	-1.46753	0	1	1	no
XLOC_003495	Pttg1	168.236	110.494	56.5569	44.3695	OK	139.365	50.4632	-1.46556	-3.95729	5.00E-05	0.0131802	yes
XLOC_007337	Rgs22	0.257163	0.264289	0.18896	0	NOTEST	0.260726	0.0944801	-1.46445	0	1	1	no
XLOC_004957	Ism2	0.646209	0.120546	0.198197	0.0801438	NOTEST	0.383378	0.139171	-1.46191	0	1	1	no
XLOC_018177	Prmt8	2.89467	4.38536	1.45475	1.19255	OK	3.64001	1.32365	-1.45942	-1.9258	0.00955	0.370663	no
XLOC_003924	Ngfr	0.328931	0.3184	0.148008	0.0874107	NOTEST	0.323666	0.117709	-1.45928	0	1	1	no
XLOC_008083	Kcne2	0.330365	0	0.0646217	0.0555882	NOTEST	0.165183	0.060105	-1.45851	0	1	1	no
XLOC_010117	Trim36	0.456199	1.11955	0.233339	0.340119	NOTEST	0.787874	0.286729	-1.45828	0	1	1	no
XLOC_010865	Rln1	18.0374	9.06889	5.71214	4.16094	OK	13.5531	4.93654	-1.45705	-1.58825	0.0343	0.608693	no
XLOC_004783	Sntg2	0.293281	0.219689	0	0.187013	NOTEST	0.256485	0.0935064	-1.45574	0	1	1	no
XLOC_005066	Gpr132	0	0.0806613	0	0.0295022	NOTEST	0.0403307	0.0147511	-1.45106	0	1	1	no
XLOC_001843	Stac3	0	0.189268	0.0692551	0	NOTEST	0.0946341	0.0346276	-1.45044	0	1	1	no
XLOC_004800	Ahr	0.303876	0.258357	0.0163847	0.190109	NOTEST	0.281116	0.103247	-1.44507	0	1	1	no
XLOC_006738	Gucy1b2	3.47285	4.36879	0.749921	2.14296	OK	3.92082	1.44644	-1.43865	-1.9665	0.01305	0.429415	no
XLOC_020642	Mboat4	0.907372	0.0459615	0.246982	0.105339	NOTEST	0.476667	0.176161	-1.43609	0	1	1	no
XLOC_013869	Dcst1	0.0365485	0.0646147	0	0.0374186	NOTEST	0.0505816	0.0187093	-1.43486	0	1	1	no
XLOC_017446	Cpne9	0.286925	0.333127	0.153541	0.0759462	NOTEST	0.310026	0.114743	-1.43398	0	1	1	no
XLOC_016693	Mfsd7a	0	0.0681879	0	0.0252909	NOTEST	0.0340939	0.0126455	-1.43089	0	1	1	no
XLOC_020066	Folr1	0.138739	0.240898	0.140949	0	NOTEST	0.189818	0.0704744	-1.42945	0	1	1	no
XLOC_006852	Pou4f1	0.104602	0.216104	0.081721	0.0373609	NOTEST	0.160353	0.059541	-1.4293	0	1	1	no
XLOC_004515	Mfsd7c	0.217143	0.694801	0.168909	0.170209	NOTEST	0.455972	0.169559	-1.42716	0	1	1	no
XLOC_006525	Colq	0	0.22679	0	0.0843718	NOTEST	0.113395	0.0421859	-1.42653	0	1	1	no
XLOC_005020	Clmn	0.218385	0.154088	0.0720226	0.0668704	NOTEST	0.186236	0.0694465	-1.42316	0	1	1	no
XLOC_006110	Mustn1	0	0.181623	0	0.067846	NOTEST	0.0908116	0.033923	-1.42061	0	1	1	no
XLOC_000525	Rgs5	0.419711	3.26731	0.555028	0.822336	OK	1.84351	0.688682	-1.42055	-1.25329	0.0702	0.751305	no
XLOC_000514	Cd247	0.140941	0.0706439	0	0.0791465	NOTEST	0.105792	0.0395732	-1.41864	0	1	1	no
XLOC_005392	Slc12a7	5.60748	3.74078	1.66444	1.83549	OK	4.67413	1.74997	-1.41737	-2.84231	3.00E-04	0.0542271	no
XLOC_006214	Slc39a2	0.20602	0.127685	0.0401629	0.0850138	NOTEST	0.166852	0.0625884	-1.41461	0	1	1	no
XLOC_017285	Ndnf	0	1.05117	0.29782	0.096867	NOTEST	0.525583	0.197344	-1.41321	0	1	1	no
XLOC_023655	Elf4	0.132066	0.0180072	0.056463	0	NOTEST	0.0750367	0.0282315	-1.41029	0	1	1	no
XLOC_015038	Igfbpl1	1.06778	1.43754	0.584284	0.362398	OK	1.25266	0.473341	-1.40405	-1.34087	0.08	0.788612	no
XLOC_011912	Slc32a1	0.115923	0.343682	0	0.174077	NOTEST	0.229802	0.0870384	-1.40067	0	1	1	no
XLOC_004881	Six4	0.450357	0.348654	0.218762	0.084364	NOTEST	0.399506	0.151563	-1.3983	0	1	1	no
XLOC_002033	Ccdc162	0	0.0714638	0	0.0271764	NOTEST	0.0357319	0.0135882	-1.39486	0	1	1	no
XLOC_008136	Grin2a	0	0.0833544	0	0.0317004	NOTEST	0.0416772	0.0158502	-1.39476	0	1	1	no
XLOC_017688	Col28a1	0.736497	1.20366	0.410363	0.328857	OK	0.97008	0.36961	-1.3921	-1.33966	0.0749	0.770496	no
XLOC_007630	Kif21a	1.09882	3.31235	0.703199	0.979907	OK	2.20558	0.841553	-1.39003	-2.12657	0.00635	0.307841	no
XLOC_021871	Thy1	0.584772	1.37851	0.435854	0.314271	OK	0.981641	0.375062	-1.38807	-1.04544	0.13815	0.872802	no
XLOC_020671	Lrp2bp	0.11837	0.0322038	0	0.0576586	NOTEST	0.075287	0.0288293	-1.38487	0	1	1	no
XLOC_015504	Gm694	0	0.32837	0	0.125752	NOTEST	0.164185	0.0628758	-1.38475	0	1	1	no
XLOC_007893	Rtp4	26.8316	15.8853	9.96557	6.42966	OK	21.3585	8.19762	-1.38153	-3.17858	5.00E-05	0.0131802	yes
XLOC_008264	Gp5	0.20215	0	0.0777019	0	NOTEST	0.101075	0.038851	-1.37941	0	1	1	no
XLOC_006312	Scara5	0	0.56747	0	0.218214	NOTEST	0.283735	0.109107	-1.3788	0	1	1	no
XLOC_021065	Cpne7	1.84696	1.21971	0.705257	0.474528	OK	1.53333	0.589893	-1.37814	-1.30397	0.08465	0.794567	no
XLOC_019705	Hpn	0.291408	0.322048	0.134102	0.102171	NOTEST	0.306728	0.118136	-1.37651	0	1	1	no
XLOC_023488	Klhl34	0.594054	0.330197	0.125897	0.230381	NOTEST	0.462126	0.178139	-1.37528	0	1	1	no
XLOC_019344	Dnaaf3	0.160432	0	0.0619182	0	NOTEST	0.0802158	0.0309591	-1.37352	0	1	1	no
XLOC_014651	A3galt2	0.321127	0.0967694	0.0312746	0.130405	NOTEST	0.208948	0.0808397	-1.37001	0	1	1	no
XLOC_007738	Krt8	0.0676168	0.129055	0	0.0761198	NOTEST	0.0983357	0.0380599	-1.36944	0	1	1	no
XLOC_018928	Wnt11	0.135506	0.161893	0	0.115213	NOTEST	0.148699	0.0576066	-1.36809	0	1	1	no
XLOC_005550	Sugct	0	0.533603	0.20703	0	NOTEST	0.266802	0.103515	-1.36592	0	1	1	no
XLOC_022161	Ky	0.272635	0.144984	0	0.162177	NOTEST	0.208809	0.0810886	-1.36462	0	1	1	no
XLOC_016662	Nkx6-1	0	0.265119	0	0.10304	NOTEST	0.132559	0.0515201	-1.36343	0	1	1	no
XLOC_011643	Dll4	0.774647	1.82715	0.392154	0.624271	OK	1.3009	0.508212	-1.35601	-1.38468	0.0501	0.67152	no
XLOC_023353	Gm6377	0.110389	0.104039	0	0.0838672	NOTEST	0.107214	0.0419336	-1.35432	0	1	1	no
XLOC_007233	Gm5475	0.111291	0	0.0435333	0	NOTEST	0.0556453	0.0217667	-1.35414	0	1	1	no
XLOC_006129	Prrxl1	0	0.173723	0.0679921	0	NOTEST	0.0868613	0.033996	-1.35335	0	1	1	no
XLOC_023402	Tceal7	0.634039	0.313602	0.372246	0	NOTEST	0.47382	0.186123	-1.34808	0	1	1	no
XLOC_002761	Fbxw10	0	0.254218	0.0546472	0.0453217	NOTEST	0.127109	0.0499844	-1.34652	0	1	1	no
XLOC_012739	Hdc	0.195775	0.877964	0.22915	0.193799	NOTEST	0.536869	0.211475	-1.34408	0	1	1	no
XLOC_009908	Htr4	0.120898	0	0.0476885	0	NOTEST	0.0604488	0.0238442	-1.34207	0	1	1	no
XLOC_019979	Il16	0.314159	0.716527	0.155853	0.251964	NOTEST	0.515343	0.203908	-1.33761	0	1	1	no
XLOC_015313	Kcnq4	2.88167	14.6818	3.88948	3.0641	OK	8.78172	3.47679	-1.33675	-2.13949	0.0045	0.25419	no
XLOC_011788	Insm1	2.56723	9.26431	2.11832	2.58314	OK	5.91577	2.35073	-1.33146	-1.82902	0.011	0.402263	no
XLOC_007210	Prph	0.382757	0.983706	0	0.54406	NOTEST	0.683231	0.27203	-1.32861	0	1	1	no
XLOC_005559	Nme8	0.114413	0	0.0455714	0	NOTEST	0.0572067	0.0227857	-1.32806	0	1	1	no
XLOC_022340	Clec3b	0	2.24788	0.663515	0.231946	OK	1.12394	0.44773	-1.32787	-0.741476	0.4057	0.972571	no
XLOC_016178	Nupr1l	7.7675	4.19076	2.66718	2.10976	OK	5.97913	2.38847	-1.32385	-0.893507	0.17855	0.88758	no
XLOC_016965	Ankrd61	0.670508	0	0.213431	0.0545465	NOTEST	0.335254	0.133989	-1.32314	0	1	1	no
XLOC_020824	Palm3	0.199464	0.420295	0.187772	0.060653	NOTEST	0.309879	0.124212	-1.3189	0	1	1	no
XLOC_006656	Cdh24	3.45805	2.38428	1.20053	1.14236	OK	2.92116	1.17145	-1.31825	-1.60749	0.03665	0.616045	no
XLOC_010240	Dok6	5.20161	5.82238	2.09968	2.32667	OK	5.51199	2.21317	-1.31646	-1.40794	0.04905	0.666554	no
XLOC_019649	Ryr1	0.263297	0.365302	0.139447	0.113127	NOTEST	0.3143	0.126287	-1.31544	0	1	1	no
XLOC_004756	Greb1	0.0813392	0.227713	0.0479193	0.0763706	NOTEST	0.154526	0.0621449	-1.31414	0	1	1	no
XLOC_009530	Apobec2	0.0901537	0.390204	0.105015	0.0885788	NOTEST	0.240179	0.0967968	-1.31108	0	1	1	no
XLOC_000289	Espnl	0.0522883	0.0884966	0	0.0568269	NOTEST	0.0703925	0.0284134	-1.30885	0	1	1	no
XLOC_021976	Stra6	2.57019	4.30724	1.87536	0.907027	OK	3.43871	1.39119	-1.30554	-1.9175	0.0118	0.407938	no
XLOC_021732	Smarca4	30.0236	41.6837	14.7762	14.2374	OK	35.8537	14.5068	-1.30539	-4.60325	5.00E-05	0.0131802	yes
XLOC_006438	Gm3500	0	0.0998251	0	0.0404317	NOTEST	0.0499125	0.0202159	-1.30392	0	1	1	no
XLOC_021313	Lzts1	0.273617	0	0.0641167	0.0468312	NOTEST	0.136808	0.0554739	-1.30228	0	1	1	no
XLOC_004305	Rad51ap2	0.0714106	0.13032	0.0285652	0.0533235	NOTEST	0.100865	0.0409444	-1.3007	0	1	1	no
XLOC_007024	Dennd3	0.496256	0.749984	0.228971	0.277247	NOTEST	0.62312	0.253109	-1.29975	0	1	1	no
XLOC_011129	Gad2	0.281878	0.602321	0.18786	0.172563	NOTEST	0.4421	0.180212	-1.29468	0	1	1	no
XLOC_022348	Ccr5	0.206256	1.50582	0.672869	0.0251848	OK	0.85604	0.349027	-1.29434	-1.06193	0.14185	0.872802	no
XLOC_017976	Nat8	0.345365	0.612573	0.391174	0	NOTEST	0.478969	0.195587	-1.29212	0	1	1	no
XLOC_010746	Slc22a29	0.201606	0.152617	0	0.145301	NOTEST	0.177111	0.0726503	-1.28562	0	1	1	no
XLOC_014054	5330417C22Rik	0.479657	0.847526	0.266868	0.277991	NOTEST	0.663592	0.272429	-1.28441	0	1	1	no
XLOC_001925	Cnksr3	3.63654	1.62038	1.48455	0.674374	OK	2.62846	1.07946	-1.28391	-1.66933	0.0197	0.521006	no
XLOC_017541	Acrbp	4.96695	4.11076	1.41606	2.32153	OK	4.53885	1.86879	-1.28022	-1.35239	0.06215	0.727781	no
XLOC_012247	Garnl3	2.03541	3.35664	0.775837	1.44608	OK	2.69602	1.11096	-1.27903	-1.67043	0.02385	0.543737	no
XLOC_011424	Zfp804a	1.52976	1.46447	0.720126	0.515801	OK	1.49711	0.617964	-1.27659	-1.55522	0.03975	0.635849	no
XLOC_010221	Hsbp1l1	0.278883	0.0592628	0	0.139878	NOTEST	0.169073	0.0699391	-1.27347	0	1	1	no
XLOC_005180	Hist1h2bb	1.14355	0.700809	0	0.763236	OK	0.922181	0.381618	-1.27292	-0.567449	0.44275	0.980443	no
XLOC_021299	Tll1	0.0147304	0.192725	0.0525435	0.0336714	NOTEST	0.103728	0.0431075	-1.26679	0	1	1	no
XLOC_015859	N4bp2	6.5724	5.39797	2.37422	2.60193	OK	5.98519	2.48807	-1.26637	-2.92169	5.00E-05	0.0131802	yes
XLOC_011911	Arhgap40	0.0961236	0.0382888	0.056237	0	NOTEST	0.0672062	0.0281185	-1.25707	0	1	1	no
XLOC_020647	D8Ertd82e	13.4844	17.3742	7.02394	5.90109	OK	15.4293	6.46251	-1.25551	-3.52177	5.00E-05	0.0131802	yes
XLOC_009347	Rps28	4.92196	4.25421	2.12498	1.71916	OK	4.58808	1.92207	-1.25523	-0.561524	0.4625	0.984994	no
XLOC_003073	Phospho1	0.926287	0.229857	0.172182	0.312315	NOTEST	0.578072	0.242248	-1.25476	0	1	1	no
XLOC_005349	Dapk1	4.33116	5.27896	2.67593	1.35324	OK	4.80506	2.01458	-1.25407	-2.53916	0.00045	0.0686006	no
XLOC_020644	Dusp4	6.43698	7.33417	2.66797	3.13194	OK	6.88557	2.89995	-1.24755	-2.01183	0.00675	0.317501	no
XLOC_018072	Fancd2os	0.131912	0.052678	0.077752	0	NOTEST	0.0922948	0.038876	-1.24737	0	1	1	no
XLOC_015302	4930538K18Rik	0.394161	0.911214	0.196273	0.353644	NOTEST	0.652687	0.274958	-1.24718	0	1	1	no
XLOC_005030	Bcl11b	3.17174	4.5426	1.58578	1.66653	OK	3.85717	1.62616	-1.24608	-2.535	0.00125	0.129641	no
XLOC_007867	Vwa5b2	3.57318	2.17888	1.58073	0.845553	OK	2.87603	1.21314	-1.24533	-1.70822	0.02205	0.535506	no
XLOC_013565	Emcn	0.221651	0.918342	0.327628	0.15495	NOTEST	0.569996	0.241289	-1.24019	0	1	1	no
XLOC_019241	Lrrc27	1.80785	3.50191	1.47318	0.779825	OK	2.65488	1.1265	-1.2368	-1.14145	0.12485	0.867143	no
XLOC_007596	Smc1b	0.017676	0.16884	0.0211489	0.0580658	NOTEST	0.0932582	0.0396073	-1.23546	0	1	1	no
XLOC_014533	Trabd2b	0.123684	0.222051	0.119382	0.0276174	NOTEST	0.172868	0.0734997	-1.23386	0	1	1	no
XLOC_015975	Fgf5	1.36392	0.922851	0.498372	0.474247	OK	1.14338	0.48631	-1.23336	-1.10509	0.1201	0.859004	no
XLOC_021292	Galntl6	0.286202	0	0.108148	0.0136182	NOTEST	0.143101	0.060883	-1.23292	0	1	1	no
XLOC_018073	Ghrl	0.348818	1.08419	0	0.616031	NOTEST	0.716503	0.308015	-1.21797	0	1	1	no
XLOC_017653	Arntl2	0.890548	1.50397	0.506534	0.52808	OK	1.19726	0.517307	-1.21064	-1.1039	0.10025	0.826899	no
XLOC_008504	Mx1	0.26515	0	0.0351792	0.0794505	NOTEST	0.132575	0.0573149	-1.20983	0	1	1	no
XLOC_003947	4933428G20Rik	0.224141	0.259468	0.0885086	0.120965	NOTEST	0.241804	0.104737	-1.20707	0	1	1	no
XLOC_023248	Gm5936	0	0.291984	0.0386514	0.0884054	NOTEST	0.145992	0.0635284	-1.20042	0	1	1	no
XLOC_012914	Ghrh	1.27742	0.481999	0	0.766934	OK	0.879708	0.383467	-1.19792	-0.539207	0.4342	0.979311	no
XLOC_012193	Fam163b	0.185317	0.386742	0.250195	0	NOTEST	0.286029	0.125098	-1.19311	0	1	1	no
XLOC_008578	Lix1	0.0394321	0.315705	0.117212	0.0383611	NOTEST	0.177568	0.0777867	-1.19078	0	1	1	no
XLOC_012271	Lhx6	0.0860594	0.228551	0	0.137957	NOTEST	0.157305	0.0689786	-1.18934	0	1	1	no
XLOC_000203	Ttll4	4.11368	4.18541	1.49141	2.15314	OK	4.14954	1.82227	-1.18721	-2.23934	0.0023	0.180757	no
XLOC_021218	Rab11fip1	0.0765026	0.289957	0	0.160959	NOTEST	0.18323	0.0804797	-1.18696	0	1	1	no
XLOC_015741	Dpysl5	11.0151	5.70569	3.66028	3.68557	OK	8.36038	3.67292	-1.18664	-3.09106	5.00E-05	0.0131802	yes
XLOC_003464	Stc2	0.537444	0.97992	0.439207	0.228295	NOTEST	0.758682	0.333751	-1.18472	0	1	1	no
XLOC_024042	Eif2s3y	6.85059	17.5407	6.18292	4.56294	OK	12.1956	5.37293	-1.18258	-2.35743	0.0019	0.15921	no
XLOC_015154	Slc24a2	0.238456	0.048954	0.0355234	0.0911824	NOTEST	0.143705	0.0633529	-1.18163	0	1	1	no
